target,gr_code,model,gdt_ts,lddt,tm_score,inf_all,global_rmsd,clashscore
R1128,119,2,17.227,0.7047248541130702,0.3097,0.87,43.59,6.71
R1128,119,3,16.071,0.7057758674781954,0.2573,0.86,35.51,3.03
R1128,119,4,12.08,0.6319421785781515,0.3354,0.81,46.07,4.6
R1128,119,5,15.336,0.6117007592395055,0.2544,0.82,36.05,2.76
R1128,125,1,15.756,0.720032001003953,0.2691,0.9,27.36,6.05
R1128,125,2,24.055,0.7595328480893518,0.4301,0.91,14.27,4.47
R1128,125,3,27.941,0.724133698312104,0.4062,0.91,17.92,113.14
R1128,125,4,16.807,0.6652424389784778,0.2619,0.86,36.19,110.4
R1128,125,5,12.5,0.6825253341281295,0.2521,0.85,31.52,8.42
R1128,128,1,15.546,0.6682750831398632,0.2835,0.85,48.18,113.38
R1128,128,2,17.227,0.677336543891573,0.2756,0.86,40.06,119.48
R1128,128,3,13.761,0.6667742517412311,0.2289,0.85,33.02,114.38
R1128,128,4,14.286,0.6608697527765577,0.2749,0.85,38.51,115.78
R1128,128,5,16.387,0.6620121415573822,0.3079,0.85,36.44,118.04
R1128,131,1,7.353,0.3349861956453536,0.1266,0.64,75.21,93.61
R1128,131,2,6.933,0.3374694108050449,0.1211,0.64,102.97,98.0
R1128,131,3,7.458,0.3429880153102842,0.1502,0.61,105.01,77.11
R1128,131,4,6.933,0.3364478101273765,0.0953,0.61,94.04,98.49
R1128,131,5,6.513,0.3410491309531279,0.161,0.59,85.84,110.23
R1128,147,1,20.693,0.714064754972705,0.363,0.87,31.07,0.13
R1128,147,2,18.487,0.7081394710422287,0.3594,0.86,38.43,0.53
R1128,147,3,23.109,0.7012380780573508,0.4279,0.85,28.42,0.53
R1128,147,4,25.315,0.7206339806739035,0.419,0.88,29.04,0.39
R1128,147,5,21.954,0.7044958273200728,0.3551,0.86,35.76,0.79
R1128,163,1,10.504,0.4122948955261341,0.2325,0.38,22.83,323.38
R1128,177,1,7.248,0.3241521302629102,0.1716,0.46,39.02,235.52
R1128,185,1,20.273,0.688340418522934,0.3318,0.86,22.11,0.39
R1128,185,2,16.597,0.6905189182405722,0.2706,0.86,22.5,0.13
R1128,185,3,19.538,0.6859372058731255,0.3045,0.84,23.97,0.0
R1128,185,4,16.282,0.6900059609713246,0.2638,0.86,22.6,0.26
R1128,185,5,15.966,0.6733105352324779,0.2689,0.86,22.54,0.53
R1128,227,1,17.017,0.6985995639078874,0.2927,0.85,42.21,0.66
R1128,227,2,18.908,0.7113415322833657,0.3424,0.88,37.03,0.53
R1128,227,3,19.433,0.7035644255506055,0.3553,0.86,35.6,0.79
R1128,227,4,21.849,0.7369446884608145,0.3619,0.87,33.11,0.66
R1128,227,5,25.0,0.7229199347430507,0.4349,0.86,29.55,0.53
R1128,229,1,19.223,0.7191205998619564,0.3356,0.86,22.31,61.11
R1128,229,2,21.113,0.6733297515216163,0.348,0.79,27.37,42.76
R1128,229,3,15.231,0.7051174154483278,0.2382,0.83,42.61,30.39
R1128,229,4,17.857,0.6790013020016314,0.2928,0.8,27.76,36.05
R1128,229,5,19.958,0.7237450586685072,0.3404,0.86,47.08,23.81
R1128,232,1,53.046,0.8674746658718705,0.7869,0.93,4.33,13.29
R1128,232,2,43.803,0.8625035295224949,0.703,0.94,5.66,11.97
R1128,232,3,43.172,0.8674452531844137,0.6983,0.94,6.11,11.58
R1128,232,4,44.748,0.8629753090293029,0.7244,0.95,5.45,9.87
R1128,232,5,45.273,0.8627576551421221,0.7126,0.94,5.23,11.45
R1128,235,1,23.95,0.7302931072347367,0.4144,0.92,23.21,106.25
R1128,235,2,18.592,0.7359846583422225,0.3689,0.9,22.27,121.42
R1128,235,3,20.483,0.7435327382819853,0.3594,0.92,19.68,122.12
R1128,235,4,14.181,0.6945355148396812,0.2378,0.91,30.06,104.89
R1128,235,5,13.235,0.7059088128255004,0.3058,0.9,25.75,96.33
R1128,238,1,14.601,0.5587202735772102,0.292,0.7,26.76,405.24
R1128,238,2,18.487,0.6762365093806865,0.2684,0.78,26.53,317.63
R1128,238,3,16.071,0.5469371588128255,0.2811,0.64,29.71,342.57
R1128,239,1,17.857,0.6790013020016314,0.2928,0.8,27.76,36.05
R1128,239,2,15.546,0.6727328700508252,0.2547,0.83,28.24,40.52
R1128,239,3,13.655,0.6272228148334066,0.244,0.77,24.0,61.04
R1128,239,4,19.958,0.7237450586685072,0.3404,0.86,47.08,23.81
R1128,239,5,16.176,0.6782553962477255,0.2393,0.84,46.21,85.0
R1128,245,1,8.929,0.4627843226454163,0.239,0.67,40.37,6.57
R1128,245,2,8.929,0.4327018102528707,0.1764,0.66,41.02,7.37
R1128,245,3,8.508,0.4273079155424484,0.1822,0.62,50.59,6.97
R1128,245,4,8.824,0.4284157934366568,0.1438,0.64,39.21,7.89
R1128,245,5,10.294,0.4568570778691096,0.1586,0.69,44.74,8.03
R1128,248,1,23.424,0.7535456014306331,0.3373,0.87,35.24,11.31
R1128,248,2,23.529,0.753172256384514,0.3273,0.88,37.21,14.08
R1128,248,3,22.374,0.7630890380874694,0.3755,0.88,35.32,11.71
R1128,248,4,14.076,0.7165197339524377,0.2657,0.87,46.28,15.26
R1128,248,5,24.37,0.7532173558386146,0.3945,0.87,30.78,12.63
R1128,285,1,15.966,0.6463634153228337,0.3066,0.82,38.42,2.1
R1128,285,2,15.966,0.6356211175252557,0.291,0.82,37.05,1.84
R1128,285,3,16.597,0.6468524502729497,0.2689,0.82,37.83,2.5
R1128,285,4,14.916,0.6499525475309029,0.2589,0.83,38.84,0.92
R1128,285,5,15.546,0.6628302064378491,0.2797,0.83,33.53,1.32
R1128,287,1,39.181,0.8243395871243019,0.668,0.91,6.68,0.92
R1128,287,2,20.378,0.6510804260525821,0.312,0.86,31.07,0.39
R1128,287,3,34.034,0.7537181558637134,0.5821,0.9,8.94,0.13
R1128,287,4,21.113,0.6535969755913911,0.3385,0.86,36.77,0.26
R1128,287,5,18.908,0.6559731285687395,0.3125,0.85,37.4,0.39
R1128,392,1,10.504,0.4301476124741168,0.1657,0.63,45.72,72.31
R1128,392,2,9.454,0.4598481520988893,0.2094,0.63,47.51,108.76
R1128,392,3,11.239,0.4519133933613604,0.1914,0.62,49.13,99.84
R1128,392,4,10.924,0.4922954445629667,0.277,0.64,41.39,103.59
R1128,392,5,22.584,0.7291813076488675,0.4153,0.89,21.07,97.08
R1128,416,1,15.756,0.720032001003953,0.2691,0.9,27.36,6.05
R1128,416,2,24.055,0.7595328480893518,0.4301,0.91,14.27,4.47
R1128,416,3,27.941,0.724133698312104,0.4062,0.91,17.92,113.14
R1128,416,4,17.227,0.7285271694798268,0.2794,0.88,32.92,4.6
R1128,416,5,19.118,0.7223775647863463,0.2499,0.87,37.45,4.08
R1128,434,1,18.277,0.7112074104285625,0.3374,0.86,25.76,0.39
R1128,434,2,16.807,0.6825237654514651,0.2896,0.85,40.74,0.79
R1128,434,3,18.067,0.693419793562151,0.3458,0.86,33.83,0.66
R1128,434,4,17.857,0.7041216979356215,0.3126,0.88,32.64,0.79
R1128,434,5,18.697,0.7190405973520738,0.3476,0.86,36.43,0.26
R1128,439,1,19.223,0.7191205998619564,0.3356,0.86,22.31,61.11
R1128,439,2,17.857,0.6790013020016314,0.2928,0.8,27.76,36.05
R1128,439,3,15.861,0.6488709449708226,0.2793,0.83,34.38,117.82
R1128,439,4,15.756,0.720032001003953,0.2691,0.9,27.36,6.05
R1128,439,5,17.857,0.6790013020016314,0.2928,0.8,27.76,36.05
R1128,470,1,15.861,0.6488709449708226,0.2793,0.83,34.38,117.82
R1128,470,2,16.071,0.6563460814456924,0.2748,0.84,36.16,91.53
R1128,470,3,15.756,0.6530557821421848,0.2806,0.83,32.64,118.13
R1128,470,4,16.282,0.6595846144192758,0.2883,0.83,36.03,112.72
R1128,470,5,15.651,0.6527659691284432,0.2761,0.82,32.44,110.92
R1128,489,1,15.861,0.6488709449708226,0.2793,0.83,34.38,117.82
R1128,489,2,16.071,0.6563460814456924,0.2748,0.84,36.16,91.53
R1128,489,3,15.756,0.6530557821421848,0.2806,0.83,32.64,118.13
R1128,489,4,16.282,0.6595846144192758,0.2883,0.83,36.03,112.72
R1128,489,5,15.651,0.6527659691284432,0.2761,0.82,32.44,110.92
R1136,029,1,9.96,0.2777626055405271,0.2004,0.46,48.02,6.49
R1136,029,2,5.414,0.2622424854281807,0.1935,0.44,56.36,2.5
R1136,029,3,5.08,0.2386514541618669,0.2138,0.4,67.08,18.4
R1136,029,4,5.214,0.2589025079492456,0.2006,0.44,55.68,3.75
R1136,029,5,3.81,0.2403599487451625,0.1759,0.38,56.34,2.83
R1136,035,1,9.759,0.534029242869408,0.24,0.82,53.88,0.5
R1136,035,2,11.23,0.5339468382064259,0.2141,0.8,53.08,0.58
R1136,035,3,10.294,0.5328835591911399,0.2205,0.81,52.38,0.58
R1136,035,4,6.083,0.3291082607438854,0.1891,0.55,47.66,1.66
R1136,035,5,9.893,0.3665447854242977,0.1989,0.56,76.88,0.92
R1136,054,1,11.698,0.6271096240880478,0.2395,0.89,43.36,6.66
R1136,054,2,11.631,0.6354391823386529,0.2528,0.9,29.41,4.25
R1136,054,3,11.364,0.6050010138793613,0.207,0.89,38.71,9.4
R1136,054,4,11.43,0.6130324484539418,0.2529,0.89,28.24,6.9
R1136,054,5,14.773,0.6487043916076675,0.3805,0.89,27.29,6.74
R1136,076,1,9.492,0.5583179094239008,0.1938,0.83,44.26,5.24
R1136,076,2,12.634,0.5776616490424233,0.2379,0.85,46.07,2.83
R1136,076,3,9.158,0.5630563932643895,0.2271,0.83,39.85,3.25
R1136,076,4,10.829,0.5312102268069703,0.2975,0.79,41.75,4.33
R1136,076,5,11.23,0.5713085083893125,0.2374,0.84,33.43,3.41
R1136,081,1,25.602,0.7420779349650319,0.5986,0.92,12.68,14.15
R1136,081,2,28.476,0.7493569416221207,0.6135,0.92,10.97,12.99
R1136,081,3,26.136,0.7432697825120911,0.5938,0.92,11.82,13.32
R1136,081,4,27.005,0.7444074845868766,0.6216,0.92,12.17,12.57
R1136,081,5,22.193,0.7340611692833383,0.4928,0.92,17.84,11.57
R1136,097,1,4.679,0.2167337552797228,0.1629,0.36,70.1,0.5
R1136,097,2,4.679,0.2167337552797228,0.1629,0.36,70.1,0.5
R1136,097,3,4.679,0.2167337552797228,0.1629,0.36,70.1,0.5
R1136,097,4,4.679,0.2167337552797228,0.1629,0.36,70.1,0.5
R1136,097,5,4.679,0.2167337552797228,0.1629,0.36,70.1,0.5
R1136,110,1,12.366,0.5774433414012244,0.272,0.83,49.91,180.49
R1136,110,2,11.965,0.5685281060302093,0.2701,0.82,47.02,82.65
R1136,110,3,13.57,0.5617868868726352,0.3005,0.81,51.99,80.31
R1136,110,4,11.497,0.5704594383539776,0.304,0.82,44.35,49.78
R1136,110,5,12.5,0.5420145135751975,0.2517,0.8,43.16,17.98
R1136,119,1,20.789,0.6810173740093104,0.4635,0.91,18.5,3.08
R1136,119,2,16.377,0.6817078905700591,0.3347,0.9,22.52,3.25
R1136,119,3,14.372,0.6774744049391025,0.3238,0.9,28.61,3.25
R1136,119,4,17.848,0.7015320364306269,0.3843,0.92,23.93,3.83
R1136,119,5,13.77,0.6571599297618893,0.2377,0.89,48.89,4.08
R1136,125,1,11.23,0.5713085083893125,0.2374,0.84,33.43,3.41
R1136,125,2,11.096,0.5774116307063072,0.2654,0.84,35.25,6.41
R1136,125,3,11.631,0.5490700353347744,0.2445,0.8,43.91,136.65
R1136,125,4,9.693,0.563791779379851,0.2242,0.84,41.96,5.24
R1136,125,5,8.957,0.5467497616304906,0.1904,0.82,38.72,5.08
R1136,128,1,20.989,0.7008818593253172,0.5332,0.91,13.23,92.72
R1136,128,2,21.056,0.691666127369134,0.4723,0.88,15.64,102.75
R1136,128,3,18.917,0.6872501434531437,0.4386,0.89,24.45,102.01
R1136,128,4,19.519,0.6554579067489851,0.4393,0.86,24.65,73.75
R1136,128,5,18.984,0.6511051285038161,0.4339,0.85,25.02,105.67
R1136,131,1,4.679,0.2924120837162345,0.1291,0.65,123.76,91.23
R1136,131,2,5.481,0.2962234072386672,0.1255,0.66,153.88,70.92
R1136,131,3,5.281,0.2953680813519542,0.1286,0.66,147.05,64.75
R1136,131,4,5.147,0.295469253569071,0.1275,0.66,114.73,71.9
R1136,131,5,5.013,0.2958068538244824,0.1174,0.66,132.98,80.01
R1136,147,1,13.102,0.6279638713796957,0.2681,0.86,40.57,0.25
R1136,147,2,11.765,0.6117062079617573,0.1999,0.87,42.66,0.5
R1136,147,3,11.832,0.6089413373715933,0.228,0.87,43.11,0.33
R1136,147,4,13.503,0.6287298895950091,0.2855,0.87,44.58,0.33
R1136,147,5,12.834,0.6154254194656209,0.3314,0.88,29.36,0.17
R1136,177,1,5.013,0.285231013491067,0.1632,0.45,71.6,242.9
R1136,185,1,10.628,0.4132022193172062,0.2419,0.68,43.49,0.75
R1136,185,2,7.019,0.3552434820500209,0.1821,0.61,52.99,0.75
R1136,185,3,8.957,0.3890997182709689,0.2145,0.6,38.17,0.92
R1136,185,4,8.222,0.3839904134470604,0.1704,0.67,64.81,0.58
R1136,185,5,7.754,0.39778564433112,0.2067,0.67,45.96,0.75
R1136,227,1,9.358,0.5365835717028428,0.2055,0.82,50.01,0.58
R1136,227,2,9.826,0.549577190734437,0.2096,0.82,49.2,0.33
R1136,227,3,9.693,0.5418149734881333,0.2723,0.81,39.06,0.83
R1136,227,4,12.366,0.5514114495023362,0.2403,0.82,47.1,0.67
R1136,227,5,12.166,0.5714668461448855,0.2428,0.84,39.04,0.25
R1136,229,1,11.832,0.5531643822023186,0.2189,0.78,46.19,29.47
R1136,229,2,12.166,0.5549190406544052,0.2194,0.77,51.13,31.55
R1136,229,3,12.5,0.5339336793466303,0.2552,0.71,42.71,39.96
R1136,229,4,13.837,0.5617318785243094,0.2543,0.75,41.63,40.96
R1136,229,5,11.364,0.5581006803777672,0.2425,0.78,46.0,20.48
R1136,232,1,33.957,0.7781603914005772,0.7101,0.94,8.15,12.49
R1136,232,2,34.225,0.77509394563018,0.65,0.94,16.7,15.82
R1136,232,3,38.235,0.7750404473149455,0.7477,0.94,7.25,13.98
R1136,232,4,31.885,0.7711613880224175,0.6039,0.93,13.05,15.15
R1136,232,5,36.832,0.7764106944857906,0.7169,0.93,8.09,12.32
R1136,235,1,10.294,0.539746012434044,0.2529,0.81,41.38,114.8
R1136,235,2,7.487,0.5210302308624878,0.2519,0.79,37.86,135.29
R1136,235,3,10.896,0.5382883990629166,0.2968,0.8,36.69,119.47
R1136,235,4,12.099,0.6081483542796495,0.2851,0.87,30.27,105.43
R1136,235,5,11.965,0.6036549272379769,0.2182,0.87,40.79,106.32
R1136,238,1,6.217,0.3070801137270637,0.2043,0.18,36.71,335.41
R1136,238,2,7.152,0.3206980235824025,0.2043,0.22,46.72,331.29
R1136,238,3,7.955,0.3585718759733872,0.1547,0.32,49.2,430.73
R1136,239,1,11.832,0.5531643822023186,0.2189,0.78,46.19,29.47
R1136,239,2,11.832,0.5585907939753995,0.2494,0.79,43.8,28.39
R1136,239,3,11.163,0.5522005496520452,0.1954,0.76,56.05,34.31
R1136,239,4,12.5,0.5339336793466303,0.2552,0.71,42.71,39.96
R1136,239,5,10.561,0.5259566059633364,0.2284,0.74,46.51,62.81
R1136,245,1,5.548,0.3453391750042065,0.1712,0.65,50.39,7.74
R1136,245,2,6.484,0.3407724034980995,0.1741,0.6,41.58,8.74
R1136,245,3,5.949,0.3372540263953784,0.1837,0.56,42.77,10.57
R1136,245,4,5.548,0.3388380511081486,0.183,0.63,35.46,9.91
R1136,245,5,5.281,0.3216275568096021,0.188,0.61,36.39,8.49
R1136,248,1,9.893,0.5331318517751518,0.2445,0.81,53.84,0.42
R1136,248,2,9.826,0.5363031369858876,0.2115,0.8,53.83,0.92
R1136,248,3,9.693,0.5336955255562315,0.2408,0.81,53.88,0.5
R1136,248,4,9.826,0.5374013624812863,0.2215,0.81,53.84,0.67
R1136,248,5,9.826,0.5349175737651165,0.2391,0.81,53.9,0.5
R1136,287,1,25.134,0.7498459766246878,0.5576,0.93,14.26,0.0
R1136,287,2,27.607,0.736035213971689,0.6113,0.94,14.35,1.5
R1136,287,3,26.872,0.7490452276482744,0.552,0.92,18.74,0.0
R1136,287,4,25.735,0.7395421579667188,0.5924,0.92,10.94,0.0
R1136,287,5,27.206,0.7478423784315502,0.5753,0.92,12.7,0.08
R1136,325,1,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,325,2,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,325,3,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,325,4,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,325,5,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,347,1,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,347,2,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,347,3,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,347,4,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,347,5,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,385,1,5.548,0.3453391750042065,0.1712,0.65,50.39,7.74
R1136,392,1,8.222,0.5502306036249422,0.296,0.82,41.27,88.65
R1136,392,2,7.888,0.5360664932285801,0.2083,0.82,39.23,95.0
R1136,392,3,9.559,0.5329515106802484,0.2264,0.82,41.96,88.07
R1136,416,1,11.832,0.5531643822023186,0.2189,0.78,46.19,29.47
R1136,416,2,11.096,0.5774116307063072,0.2654,0.84,35.25,6.41
R1136,416,3,11.163,0.5522005496520452,0.1954,0.76,56.05,34.31
R1136,416,4,9.693,0.563791779379851,0.2242,0.84,41.96,5.24
R1136,416,5,8.957,0.5467497616304906,0.1904,0.82,38.72,5.08
R1136,434,1,10.294,0.55066721890734,0.2734,0.82,34.85,0.08
R1136,434,2,9.826,0.5618585055849652,0.2322,0.82,47.49,0.33
R1136,434,3,9.358,0.5519403925223161,0.1826,0.8,42.41,0.08
R1136,434,4,10.428,0.5592670730812872,0.2175,0.81,40.62,0.5
R1136,434,5,9.759,0.5624413783582057,0.214,0.81,45.53,0.25
R1136,439,1,11.832,0.5531643822023186,0.2189,0.78,46.19,29.47
R1136,439,2,12.166,0.5549190406544052,0.2194,0.77,51.13,31.55
R1136,439,3,12.5,0.5339336793466303,0.2552,0.71,42.71,39.96
R1136,439,4,9.693,0.563791779379851,0.2242,0.84,41.96,5.24
R1136,439,5,11.364,0.5581006803777672,0.2425,0.78,46.0,20.48
R1136,444,1,11.23,0.5713085083893125,0.2374,0.84,33.43,3.41
R1136,444,2,5.548,0.3453391750042065,0.1712,0.65,50.39,7.74
R1136,444,3,8.289,0.4204603012300298,0.2033,0.64,43.02,340.26
R1136,444,4,10.561,0.5259566059633364,0.2284,0.74,46.51,62.81
R1136,444,5,5.949,0.3372540263953784,0.1837,0.56,42.77,10.57
R1136,456,1,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,456,2,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,456,3,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,456,4,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,456,5,33.957,0.7778324985007529,0.7101,0.94,8.22,12.49
R1136,470,1,8.289,0.4204603012300298,0.2033,0.64,43.02,340.26
R1136,470,2,6.818,0.3905933567172743,0.1994,0.56,41.36,383.26
R1136,470,3,7.42,0.4154538943753424,0.2046,0.63,39.29,298.63
R1136,470,4,7.487,0.4111949539008469,0.1978,0.61,41.21,315.66
R1136,470,5,6.35,0.3662315614173602,0.1654,0.54,40.94,365.43
R1136,489,1,8.289,0.4204603012300298,0.2033,0.64,43.02,340.26
R1136,489,2,6.818,0.3905933567172743,0.1994,0.56,41.36,383.26
R1136,489,3,7.42,0.4154538943753424,0.2046,0.63,39.29,298.63
R1136,489,4,7.487,0.4111949539008469,0.1978,0.61,41.21,315.66
R1136,489,5,6.35,0.3662315614173602,0.1654,0.54,40.94,365.43
R1138,029,1,2.951,0.2496820648500944,0.19,0.42,59.48,1.3
R1138,029,2,2.951,0.2496820648500944,0.19,0.42,59.48,1.3
R1138,035,1,4.514,0.4995290906666569,0.1577,0.76,72.04,0.91
R1138,035,2,5.799,0.5220836499366185,0.1595,0.77,78.28,0.87
R1138,035,3,5.903,0.5152551792035479,0.169,0.77,79.88,0.95
R1138,035,4,5.278,0.5132433403716679,0.1692,0.76,76.42,1.0
R1138,035,5,5.729,0.5041364675840856,0.1486,0.76,70.81,0.82
R1138,054,1,4.549,0.5543955647532869,0.2159,0.85,40.21,8.01
R1138,054,2,7.153,0.5912247843748972,0.252,0.85,36.89,3.25
R1138,054,3,4.514,0.5600782131884752,0.1864,0.85,39.73,4.81
R1138,054,4,7.083,0.5721992481889683,0.2327,0.85,47.74,2.9
R1138,054,5,4.792,0.5758261062544979,0.1995,0.87,46.41,5.59
R1138,076,1,8.611,0.5916020826407636,0.3175,0.86,38.64,3.81
R1138,076,2,7.153,0.5728465344726181,0.2845,0.85,40.79,4.25
R1138,076,3,7.083,0.5777462747361538,0.264,0.81,40.85,2.38
R1138,076,4,6.979,0.5778797275872273,0.2141,0.82,55.62,7.54
R1138,076,5,8.021,0.5720684210141778,0.2713,0.78,46.87,42.63
R1138,081,1,19.618,0.7125449561443565,0.6498,0.88,11.8,16.33
R1138,081,2,22.569,0.6960925827156526,0.717,0.9,10.3,14.25
R1138,081,3,20.903,0.7121167425905699,0.7001,0.9,10.52,13.95
R1138,081,4,24.201,0.7181062526713402,0.7359,0.9,9.59,10.57
R1138,081,5,19.861,0.7062290630856399,0.6755,0.9,10.52,9.62
R1138,097,1,3.125,0.2310192144707184,0.1528,0.36,82.65,0.39
R1138,097,2,2.743,0.2277680564333178,0.1449,0.37,81.54,0.35
R1138,097,3,3.021,0.2247770686675994,0.1517,0.37,80.15,0.43
R1138,097,4,3.299,0.2296899373125495,0.1368,0.36,81.45,0.56
R1138,097,5,2.708,0.2282791500297729,0.1571,0.35,80.11,0.43
R1138,119,1,4.583,0.5250040869222142,0.2134,0.8,45.39,0.95
R1138,119,2,9.444,0.5766499978081311,0.3058,0.84,39.15,3.6
R1138,119,3,6.076,0.5960529464197648,0.325,0.82,29.36,10.57
R1138,119,4,6.007,0.5683995521281221,0.1568,0.84,59.15,2.69
R1138,119,5,6.042,0.5714139426607097,0.243,0.86,52.88,3.25
R1138,125,1,7.153,0.5728465344726181,0.2845,0.85,40.79,4.25
R1138,125,2,5.59,0.5606305184865876,0.2612,0.84,39.05,4.33
R1138,125,3,6.007,0.5743154291131333,0.241,0.85,43.57,3.64
R1138,125,4,6.146,0.5890744696590547,0.1959,0.85,54.43,3.6
R1138,125,5,8.611,0.5916020826407636,0.3175,0.86,38.64,3.81
R1138,128,1,9.722,0.6028094964546521,0.4186,0.85,27.0,132.26
R1138,128,2,12.153,0.6085168034149318,0.425,0.86,26.72,114.52
R1138,128,3,6.111,0.5878023865799173,0.1959,0.85,54.42,9.14
R1138,128,4,13.507,0.6308235216757568,0.4251,0.86,29.63,113.9
R1138,128,5,7.847,0.5804559726600886,0.2619,0.83,41.21,107.31
R1138,131,1,2.396,0.2978797778175561,0.0705,0.67,318.13,61.34
R1138,131,2,2.326,0.296375151147626,0.0744,0.67,319.54,64.03
R1138,131,3,3.021,0.3002208536233419,0.0738,0.67,313.65,66.71
R1138,131,4,2.708,0.297115021060207,0.0649,0.66,334.06,66.42
R1138,131,5,2.778,0.300325538195142,0.071,0.67,337.31,58.56
R1138,147,1,5.556,0.5560102415074213,0.1956,0.81,58.26,0.56
R1138,147,2,7.188,0.5663461591150695,0.2575,0.83,53.56,0.3
R1138,147,3,5.174,0.5481961147297243,0.2103,0.82,49.59,0.48
R1138,147,4,6.562,0.5803494615308743,0.19,0.82,60.87,0.26
R1138,147,5,7.569,0.5747824570119713,0.2452,0.84,44.91,0.26
R1138,177,1,2.257,0.2574489294546995,0.1222,0.43,210.19,255.44
R1138,185,1,4.479,0.4145993081000515,0.1728,0.67,61.34,0.17
R1138,185,2,5.243,0.4671247063808956,0.158,0.72,60.47,5.85
R1138,185,3,4.41,0.4333566828256112,0.2509,0.67,47.74,6.98
R1138,185,4,4.097,0.4227660746185235,0.1859,0.66,57.16,1.34
R1138,185,5,2.847,0.2779523789083762,0.1931,0.55,62.39,0.35
R1138,227,1,6.076,0.5623666613087649,0.2544,0.82,47.62,0.35
R1138,227,2,7.326,0.5587815857440847,0.2041,0.82,48.23,0.3
R1138,227,3,5.59,0.5496819050263206,0.2116,0.81,49.95,0.22
R1138,227,4,7.188,0.5698884247403548,0.3304,0.83,41.87,0.48
R1138,227,5,8.229,0.5717920400454447,0.2679,0.83,53.3,0.22
R1138,229,1,1.875,0.3097661001903273,0.1456,0.12,49.53,549.24
R1138,229,2,2.049,0.3077663623013162,0.1388,0.11,46.01,546.35
R1138,229,3,6.389,0.5150974103068982,0.2831,0.69,41.3,46.84
R1138,229,4,8.021,0.5720684210141778,0.2713,0.78,46.87,42.63
R1138,229,5,8.438,0.564416058727474,0.2769,0.74,40.83,49.87
R1138,232,1,25.556,0.7294652707506055,0.7134,0.92,21.8,13.95
R1138,232,2,25.451,0.730192583080964,0.7164,0.92,21.79,13.17
R1138,232,3,25.799,0.7389717029725396,0.7891,0.92,8.2,15.81
R1138,232,4,28.854,0.7394469503797413,0.8005,0.92,7.82,16.12
R1138,232,5,28.194,0.7388129066373443,0.7865,0.92,8.32,14.95
R1138,235,1,5.243,0.5441950407139647,0.1782,0.81,75.78,119.72
R1138,235,2,5.174,0.5517410060312926,0.1856,0.81,77.45,114.23
R1138,238,1,1.632,0.2831548710633121,0.1397,0.07,35.47,284.74
R1138,238,2,1.562,0.2874769625446137,0.1151,0.04,41.56,239.88
R1138,238,3,1.389,0.2797938724680671,0.0877,0.02,46.76,69.56
R1138,238,4,1.701,0.295066536920205,0.0652,0.03,53.4,82.58
R1138,239,1,1.875,0.3097661001903273,0.1456,0.12,49.53,549.24
R1138,239,2,6.389,0.5150974103068982,0.2831,0.69,41.3,46.84
R1138,239,3,8.438,0.564416058727474,0.2769,0.74,40.83,49.87
R1138,239,4,8.021,0.5720684210141778,0.2713,0.78,46.87,42.63
R1138,239,5,6.458,0.5145625714640588,0.1845,0.71,48.03,95.58
R1138,245,1,3.438,0.3540602316440113,0.1777,0.62,50.21,13.43
R1138,245,2,3.264,0.3519453064780685,0.1641,0.63,68.75,13.17
R1138,245,3,4.549,0.3688063721281951,0.1804,0.62,65.52,15.51
R1138,245,4,3.993,0.3634786466305495,0.2441,0.63,43.84,10.87
R1138,245,5,4.062,0.3697463642374671,0.2302,0.63,43.31,14.77
R1138,248,1,4.514,0.4995290906666569,0.1577,0.76,72.04,0.91
R1138,248,2,5.799,0.5220836499366185,0.1595,0.77,78.28,0.87
R1138,248,3,5.903,0.5152551792035479,0.169,0.77,79.88,0.95
R1138,248,4,5.278,0.5132433403716679,0.1692,0.76,76.42,1.0
R1138,248,5,5.729,0.5041364675840856,0.1486,0.76,70.81,0.82
R1138,287,1,20.278,0.7180350169321872,0.6212,0.9,12.27,1.17
R1138,287,2,15.59,0.6652650882775198,0.4407,0.9,29.77,1.17
R1138,287,3,19.306,0.7019497815437332,0.5999,0.9,14.64,0.04
R1138,287,4,12.917,0.6436700424491943,0.4587,0.88,26.07,1.0
R1138,287,5,13.056,0.6430278933582719,0.3738,0.87,37.75,1.17
R1138,385,1,3.438,0.3540602316440113,0.1777,0.62,50.21,13.43
R1138,392,1,3.646,0.3967173110152371,0.1436,0.63,98.07,57.24
R1138,392,2,6.458,0.5208947893796646,0.2038,0.77,55.05,45.15
